id,color,size,body_shape,habitat,nest_type,food_source,aggressiveness,life_span(days),queen_egg_rate(per day),queen_presence_per_hive,worker_population,drone_population(% of worker_population),honeycomb_structure,wax_production,honey_production,communication_method,predators,hibernation,migration,species
7383,bright red,medium,slender,garden,tree,honeydew,aggressiveness,21,219,946,3857,6.65,papery,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7384,yellow,small,slender,garden,cavity,nectar,aggressiveness,22,212,1188,7538,,,FALSE,FALSE,pheromones,spiders,TRUE,TRUE,wasp
7385,yellow,small,slender,garden,cavity,nectar,aggressiveness,17,215,1506,4018,5.87,,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7386,yellow,large,slender,forest,cavity,honeydew,aggressiveness,23,236,921,8729,5.36,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7387,yellow,medium,slender,meadow,tree,nectar,aggressiveness,21,224,1016,9807,6.47,umbrella,FALSE,FALSE,pheromones,etc,TRUE,TRUE,wasp
7388,colorful,medium,slender,garden,cavity,sugars,aggressiveness,18,253,1247,4835,4.49,bulbous,FALSE,FALSE,pheromones,etc,,TRUE,wasp
7389,golden,small,slender,meadow,solitary,honeydew,aggressiveness,21,204,1967,9294,8.81,,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7390,brown,small,slender,meadow,cavity,nectar,aggressiveness,20,212,1959,7679,4.84,bulbous,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7391,brown,small,slender,meadow,solitary,sugars,aggressiveness,18,250,1296,6831,7.14,papery,FALSE,FALSE,pheromones,mantis,TRUE,TRUE,wasp
7392,bright red,medium,slender,forest,umbrella,nectar,aggressiveness,,190,1124,3493,,bulbous,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7393,brown,large,slender,forest,solitary,sugars,aggressiveness,12,223,1959,4201,4.97,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7394,yellow,medium,slender,meadow,cavity,sugars,aggressiveness,18,253,1990,4024,6.79,umbrella,FALSE,FALSE,pheromones,mantis,TRUE,FALSE,wasp
7395,yellow,medium,slender,meadow,tree,honeydew,aggressiveness,16,243,1173,7455,,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7396,brown,medium,slender,meadow,cavity,nectar,aggressiveness,11,200,1810,8676,8.99,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7397,brown,large,slender,garden,solitary,honeydew,aggressiveness,11,299,1190,3500,5.53,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7398,yellow,small,slender,meadow,umbrella,sugars,aggressiveness,15,217,989,3721,6.39,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7399,yellow,large,slender,garden,cavity,sugars,aggressiveness,21,234,1367,7890,5.07,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7400,brown,medium,slender,garden,cavity,sugars,aggressiveness,13,266,1200,7686,5.91,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7401,brown,medium,slender,garden,solitary,sugars,aggressiveness,22,288,1030,9916,,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7402,yellow,large,slender,forest,cavity,honeydew,aggressiveness,23,284,1231,7612,7.06,umbrella,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7403,yellow,medium,slender,meadow,tree,sugars,aggressiveness,13,271,1297,3989,5.57,umbrella,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7404,brown,medium,slender,forest,solitary,honeydew,aggressiveness,21,206,934,7585,,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7405,metallic blue,large,slender,meadow,tree,honeydew,aggressiveness,20,222,1883,7403,,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7406,golden,small,slender,meadow,solitary,honeydew,aggressiveness,22,241,1352,5401,4.36,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7407,brown,small,slender,meadow,tree,honeydew,aggressiveness,22,223,1332,6436,8.01,papery,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7408,yellow,medium,slender,meadow,cavity,nectar,aggressiveness,11,262,1846,8504,,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,FALSE,wasp
7409,metallic blue,medium,slender,forest,solitary,honeydew,aggressiveness,20,282,1449,7249,4.65,umbrella,FALSE,FALSE,pheromones,birds,FALSE,,wasp
7410,brown,small,slender,meadow,solitary,sugars,aggressiveness,12,219,1323,5870,5.37,,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7411,bright red,small,slender,garden,tree,honeydew,aggressiveness,20,215,1330,3079,,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7412,brown,medium,slender,forest,tree,nectar,aggressiveness,,192,1345,6941,7.69,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7413,brown,large,slender,meadow,solitary,,aggressiveness,19,212,1381,8076,6.93,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7414,brown,small,slender,meadow,umbrella,sugars,aggressiveness,20,299,1028,7299,4.3,,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7415,brown,small,slender,forest,umbrella,nectar,aggressiveness,11,191,1558,4623,4.46,papery,FALSE,FALSE,pheromones,etc,,TRUE,wasp
7416,yellow,medium,slender,meadow,cavity,sugars,aggressiveness,22,235,1410,9050,5.03,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7417,golden,medium,slender,garden,tree,sugars,aggressiveness,12,254,1686,4750,,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7418,golden,medium,slender,meadow,cavity,nectar,aggressiveness,19,284,1484,7272,7.83,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7419,colorful,medium,slender,garden,solitary,honeydew,aggressiveness,13,240,1494,4104,8.85,bulbous,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
7420,metallic blue,medium,slender,meadow,solitary,honeydew,aggressiveness,18,285,1541,5327,,umbrella,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7421,brown,medium,slender,garden,tree,honeydew,aggressiveness,20,300,1046,6766,7.77,papery,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7422,bright red,large,slender,garden,solitary,nectar,aggressiveness,20,233,1602,8496,7.14,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7423,metallic blue,small,slender,garden,solitary,nectar,aggressiveness,14,266,1699,8173,6.29,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7424,colorful,small,slender,garden,umbrella,nectar,aggressiveness,18,219,1635,3617,4.88,umbrella,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7425,metallic blue,medium,slender,meadow,cavity,nectar,aggressiveness,12,197,1355,6090,7.25,umbrella,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7426,yellow,medium,slender,meadow,cavity,honeydew,aggressiveness,11,278,1387,5516,7.46,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7427,golden,large,slender,meadow,tree,nectar,aggressiveness,16,290,1416,4621,6.59,,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7428,yellow,small,slender,garden,cavity,honeydew,aggressiveness,14,241,1548,7307,4.17,,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7429,metallic blue,small,slender,garden,cavity,honeydew,aggressiveness,23,250,1316,9069,5.8,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7430,metallic blue,medium,slender,garden,solitary,sugars,aggressiveness,15,287,1517,4607,6.97,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7431,metallic blue,small,slender,garden,solitary,honeydew,aggressiveness,23,235,1179,4998,7.64,umbrella,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7432,brown,large,slender,garden,tree,honeydew,aggressiveness,15,216,1884,9532,,umbrella,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7433,brown,small,slender,forest,cavity,nectar,aggressiveness,19,288,908,6714,5.07,,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7434,metallic blue,small,slender,meadow,solitary,nectar,aggressiveness,20,240,1976,4411,7.55,bulbous,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7435,metallic blue,large,slender,meadow,cavity,nectar,aggressiveness,22,275,1295,4620,,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7436,golden,small,slender,garden,cavity,nectar,aggressiveness,18,267,1512,9984,8.07,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7437,bright red,small,slender,garden,cavity,nectar,aggressiveness,13,260,993,5512,7.14,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7438,yellow,medium,slender,garden,tree,sugars,aggressiveness,21,198,1306,6739,,papery,FALSE,FALSE,pheromones,spiders,FALSE,FALSE,wasp
7439,metallic blue,medium,slender,garden,umbrella,nectar,aggressiveness,11,287,1361,6380,7.35,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7440,metallic blue,small,slender,forest,umbrella,sugars,aggressiveness,19,245,1775,7576,6.88,umbrella,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7441,yellow,small,slender,forest,umbrella,honeydew,aggressiveness,13,223,1413,5031,,papery,FALSE,FALSE,pheromones,birds,,FALSE,wasp
7442,golden,medium,slender,meadow,solitary,honeydew,aggressiveness,16,276,1414,8814,,papery,FALSE,FALSE,pheromones,etc,TRUE,TRUE,wasp
7443,brown,large,slender,garden,cavity,nectar,aggressiveness,21,236,1488,4712,4.54,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7444,bright red,large,slender,garden,solitary,,aggressiveness,22,254,1935,4576,6.21,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7445,yellow,small,slender,forest,solitary,honeydew,aggressiveness,20,271,1901,6136,7.48,papery,FALSE,FALSE,pheromones,etc,,FALSE,wasp
7446,golden,large,slender,,cavity,nectar,aggressiveness,13,256,1565,9254,7.87,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7447,colorful,large,slender,garden,solitary,sugars,aggressiveness,,197,1432,6224,5.16,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7448,brown,large,slender,forest,solitary,honeydew,aggressiveness,15,283,1695,9009,5.17,papery,FALSE,FALSE,pheromones,birds,FALSE,,wasp
7449,golden,small,slender,forest,solitary,sugars,aggressiveness,23,240,1393,4489,5.49,,FALSE,FALSE,pheromones,birds,TRUE,FALSE,wasp
7450,metallic blue,large,slender,garden,cavity,nectar,aggressiveness,15,243,997,5573,,papery,FALSE,FALSE,pheromones,birds,TRUE,,wasp
7451,metallic blue,small,slender,forest,solitary,sugars,aggressiveness,22,217,1596,8997,,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7452,yellow,medium,slender,meadow,tree,nectar,aggressiveness,18,224,1395,6214,,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
7453,golden,small,slender,meadow,tree,sugars,aggressiveness,17,213,1485,6331,,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7454,brown,small,slender,garden,tree,sugars,aggressiveness,,274,1312,8368,,umbrella,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7455,bright red,small,slender,meadow,cavity,honeydew,aggressiveness,18,198,954,5202,7.05,umbrella,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7456,metallic blue,small,slender,meadow,solitary,honeydew,aggressiveness,13,283,1900,4049,5.37,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7457,golden,medium,slender,meadow,solitary,sugars,aggressiveness,13,239,1952,7957,8.37,papery,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7458,brown,small,slender,garden,umbrella,sugars,aggressiveness,13,222,1779,3852,5.71,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7459,yellow,medium,slender,meadow,cavity,sugars,aggressiveness,15,254,1799,3812,5.28,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7460,metallic blue,small,slender,meadow,tree,nectar,aggressiveness,16,266,1908,4621,,papery,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7461,yellow,medium,slender,forest,umbrella,sugars,aggressiveness,13,297,1372,9216,7.79,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7462,yellow,small,slender,garden,tree,nectar,aggressiveness,16,239,1088,3345,7.62,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7463,metallic blue,medium,slender,forest,solitary,sugars,aggressiveness,16,209,1072,6621,8,umbrella,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7464,colorful,large,slender,forest,tree,honeydew,aggressiveness,20,205,1169,9883,5.87,papery,FALSE,FALSE,pheromones,birds,FALSE,,wasp
7465,metallic blue,medium,slender,garden,umbrella,honeydew,aggressiveness,13,245,1543,3583,7.97,umbrella,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7466,metallic blue,medium,slender,garden,umbrella,honeydew,aggressiveness,14,236,1821,4055,,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7467,yellow,medium,slender,meadow,solitary,sugars,aggressiveness,14,249,1530,9141,6.27,bulbous,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7468,yellow,small,slender,garden,cavity,honeydew,aggressiveness,18,193,1999,9988,,,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7469,metallic blue,medium,slender,meadow,cavity,honeydew,aggressiveness,13,247,959,3956,7.77,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7470,brown,medium,slender,forest,umbrella,honeydew,aggressiveness,12,206,1658,9461,5.15,papery,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7471,colorful,large,slender,garden,tree,honeydew,aggressiveness,14,204,1121,3481,4.57,bulbous,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7472,yellow,large,slender,garden,tree,nectar,aggressiveness,15,279,1038,4120,7,papery,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
7473,colorful,small,slender,meadow,solitary,sugars,aggressiveness,17,256,1050,7608,,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
7474,golden,large,slender,forest,tree,sugars,aggressiveness,18,194,1989,7228,8.72,papery,FALSE,FALSE,pheromones,birds,,FALSE,wasp
7475,yellow,small,slender,meadow,cavity,sugars,aggressiveness,15,214,1800,9708,5.55,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7476,metallic blue,small,slender,garden,solitary,nectar,aggressiveness,14,286,1871,8322,8.39,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7477,metallic blue,medium,slender,garden,solitary,sugars,aggressiveness,18,198,1777,9807,8.77,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7478,metallic blue,medium,slender,garden,solitary,sugars,aggressiveness,19,258,2016,4646,,bulbous,FALSE,FALSE,pheromones,mantis,FALSE,,wasp
7479,colorful,large,slender,garden,solitary,nectar,aggressiveness,22,268,1188,7686,,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7480,brown,medium,slender,forest,tree,nectar,aggressiveness,19,223,1386,3336,5.25,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7481,brown,large,slender,meadow,umbrella,honeydew,aggressiveness,13,287,1034,3652,,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7482,bright red,large,slender,garden,solitary,honeydew,aggressiveness,20,216,1569,9490,,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7483,metallic blue,large,slender,forest,umbrella,honeydew,aggressiveness,13,299,1864,4936,,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7484,colorful,large,slender,meadow,umbrella,sugars,aggressiveness,14,204,1625,9486,6.6,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7485,yellow,large,slender,forest,cavity,honeydew,aggressiveness,17,251,1483,9110,8.49,umbrella,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7486,colorful,small,slender,garden,umbrella,sugars,aggressiveness,15,245,1605,5277,8.95,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7487,golden,medium,slender,forest,tree,nectar,aggressiveness,22,219,1937,8279,8.6,bulbous,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7488,metallic blue,medium,slender,garden,umbrella,nectar,aggressiveness,22,211,1447,9558,6.52,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7489,yellow,medium,slender,garden,solitary,nectar,aggressiveness,18,254,1012,7359,,,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7490,brown,medium,slender,garden,cavity,honeydew,aggressiveness,14,250,1273,9666,5.04,,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7491,brown,small,slender,forest,cavity,nectar,aggressiveness,15,252,1881,7293,6.7,papery,FALSE,FALSE,pheromones,spiders,FALSE,FALSE,wasp
7492,golden,medium,slender,meadow,tree,honeydew,aggressiveness,11,234,1850,9242,6.66,,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7493,golden,medium,slender,garden,cavity,nectar,aggressiveness,16,259,1409,8035,4.1,bulbous,FALSE,FALSE,pheromones,birds,TRUE,TRUE,wasp
7494,brown,medium,slender,garden,umbrella,nectar,aggressiveness,13,277,1188,5246,5.24,papery,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7495,yellow,small,slender,,cavity,nectar,aggressiveness,12,227,932,8584,7.35,,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7496,yellow,small,slender,garden,tree,sugars,aggressiveness,12,299,1737,8007,,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7497,brown,small,slender,garden,solitary,sugars,aggressiveness,23,298,1374,3627,7.04,bulbous,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7498,brown,medium,slender,garden,solitary,honeydew,aggressiveness,15,233,1042,3558,5.87,,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
7499,yellow,small,slender,meadow,cavity,sugars,aggressiveness,15,296,1537,3400,5.82,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7500,colorful,large,slender,meadow,cavity,nectar,aggressiveness,12,243,1651,3423,,,FALSE,FALSE,pheromones,etc,,,wasp
7501,yellow,medium,slender,meadow,umbrella,sugars,aggressiveness,17,207,1082,7637,,bulbous,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7502,brown,large,slender,garden,umbrella,nectar,aggressiveness,12,274,1544,8520,,bulbous,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7503,brown,large,slender,garden,solitary,honeydew,aggressiveness,17,265,1265,6552,8.72,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7504,metallic blue,medium,slender,meadow,umbrella,honeydew,aggressiveness,12,255,1617,4407,5.08,umbrella,FALSE,FALSE,pheromones,mantis,TRUE,FALSE,wasp
7505,brown,small,slender,garden,solitary,sugars,aggressiveness,13,286,929,7392,4.87,bulbous,FALSE,FALSE,pheromones,mantis,TRUE,TRUE,wasp
7506,golden,medium,slender,meadow,solitary,sugars,aggressiveness,22,285,1492,6083,,bulbous,FALSE,FALSE,pheromones,frog,FALSE,FALSE,wasp
7507,bright red,small,slender,garden,umbrella,nectar,aggressiveness,11,213,1862,9348,,bulbous,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
7508,yellow,medium,slender,meadow,umbrella,nectar,aggressiveness,18,239,1479,8090,4.63,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7509,brown,medium,slender,garden,solitary,nectar,aggressiveness,20,234,1065,3784,6.42,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7510,bright red,medium,slender,meadow,tree,sugars,aggressiveness,23,285,1692,5457,4.31,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7511,yellow,small,slender,garden,cavity,sugars,aggressiveness,15,217,1271,8909,,bulbous,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7512,bright red,large,slender,,solitary,honeydew,aggressiveness,16,204,1884,8321,,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
7513,yellow,medium,slender,meadow,umbrella,sugars,aggressiveness,14,271,1567,8149,8.48,,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7514,yellow,large,slender,forest,cavity,sugars,aggressiveness,17,269,1851,6157,5.63,bulbous,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7515,brown,large,slender,forest,tree,sugars,aggressiveness,16,190,1865,7188,5.48,papery,FALSE,FALSE,pheromones,spiders,FALSE,FALSE,wasp
7516,bright red,large,slender,forest,solitary,sugars,aggressiveness,18,203,907,9054,8.71,bulbous,FALSE,FALSE,pheromones,frog,FALSE,,wasp
7517,colorful,small,slender,meadow,cavity,sugars,aggressiveness,,260,1843,5672,7.48,umbrella,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7518,golden,large,slender,forest,tree,nectar,aggressiveness,,272,1406,9620,5.35,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,,wasp
7519,brown,medium,slender,forest,tree,sugars,aggressiveness,19,244,1908,7258,4.52,papery,FALSE,FALSE,pheromones,frog,TRUE,TRUE,wasp
7520,brown,medium,slender,meadow,tree,nectar,aggressiveness,18,223,1955,5886,5.34,umbrella,FALSE,FALSE,pheromones,birds,TRUE,TRUE,wasp
7521,brown,small,slender,garden,tree,honeydew,aggressiveness,20,192,1834,9827,,papery,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7522,brown,medium,slender,,solitary,nectar,aggressiveness,16,244,1903,3348,6.95,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7523,colorful,small,slender,meadow,solitary,nectar,aggressiveness,22,258,1854,8100,6.56,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7524,golden,small,slender,garden,umbrella,sugars,aggressiveness,21,290,1559,3656,,bulbous,FALSE,FALSE,pheromones,birds,,TRUE,wasp
7525,yellow,medium,slender,garden,tree,sugars,aggressiveness,,275,1917,4054,4.94,umbrella,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7526,metallic blue,large,slender,meadow,solitary,sugars,aggressiveness,23,249,1411,3202,,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7527,metallic blue,small,slender,garden,cavity,sugars,aggressiveness,19,258,1087,5121,,,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7528,bright red,large,slender,garden,tree,sugars,aggressiveness,22,281,960,5110,,bulbous,FALSE,FALSE,pheromones,mantis,FALSE,FALSE,wasp
7529,colorful,small,slender,,tree,honeydew,aggressiveness,22,278,1010,7767,6.71,papery,FALSE,FALSE,pheromones,spiders,TRUE,TRUE,wasp
7530,bright red,medium,slender,garden,tree,nectar,aggressiveness,15,235,1590,3856,4.17,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7531,colorful,small,slender,garden,solitary,honeydew,aggressiveness,13,234,1378,3223,,papery,FALSE,FALSE,pheromones,mantis,TRUE,,wasp
7532,brown,medium,slender,meadow,umbrella,honeydew,aggressiveness,14,295,1553,4222,4.49,umbrella,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7533,brown,medium,slender,garden,tree,nectar,aggressiveness,17,216,1707,4193,8.42,umbrella,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7534,yellow,medium,slender,forest,tree,sugars,aggressiveness,14,296,2003,9316,7.56,umbrella,FALSE,FALSE,pheromones,mantis,TRUE,TRUE,wasp
7535,brown,medium,slender,forest,tree,sugars,aggressiveness,18,298,1472,7913,6.31,papery,FALSE,FALSE,pheromones,etc,,TRUE,wasp
7536,bright red,large,slender,garden,tree,nectar,aggressiveness,19,259,967,4006,7.04,,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7537,metallic blue,medium,slender,garden,tree,honeydew,aggressiveness,21,266,1103,9943,6.14,umbrella,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7538,brown,small,slender,meadow,umbrella,nectar,aggressiveness,20,229,1931,8798,8.44,bulbous,FALSE,FALSE,pheromones,etc,FALSE,FALSE,wasp
7539,brown,medium,slender,garden,umbrella,nectar,aggressiveness,13,206,1425,6024,,bulbous,FALSE,FALSE,pheromones,birds,FALSE,,wasp
7540,brown,small,slender,forest,solitary,nectar,aggressiveness,16,243,1851,6875,4.97,bulbous,FALSE,FALSE,pheromones,birds,FALSE,FALSE,wasp
7541,bright red,medium,slender,meadow,solitary,honeydew,aggressiveness,18,199,1298,3198,6.62,umbrella,FALSE,FALSE,pheromones,birds,TRUE,TRUE,wasp
7542,brown,large,slender,meadow,cavity,nectar,aggressiveness,11,202,1198,4965,,papery,FALSE,FALSE,pheromones,mantis,TRUE,TRUE,wasp
7543,brown,large,slender,garden,solitary,sugars,aggressiveness,17,262,1737,8057,4.9,papery,FALSE,FALSE,pheromones,birds,FALSE,TRUE,wasp
7544,yellow,medium,slender,,umbrella,nectar,aggressiveness,12,194,1164,8402,7.92,papery,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
7545,bright red,large,slender,garden,umbrella,sugars,aggressiveness,13,257,904,4814,7.23,bulbous,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7546,yellow,large,slender,meadow,solitary,nectar,aggressiveness,21,261,1703,5101,7.71,,FALSE,FALSE,pheromones,etc,,TRUE,wasp
7547,brown,small,slender,meadow,umbrella,honeydew,aggressiveness,12,267,1641,7726,5.65,,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7548,colorful,small,slender,forest,umbrella,honeydew,aggressiveness,20,210,1182,9354,8.73,papery,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7549,yellow,small,slender,meadow,cavity,honeydew,aggressiveness,20,230,1681,6462,7.06,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7550,brown,medium,slender,garden,umbrella,,aggressiveness,19,204,1010,7797,8.49,papery,FALSE,FALSE,pheromones,mantis,TRUE,FALSE,wasp
7551,golden,small,slender,meadow,tree,sugars,aggressiveness,17,198,1032,8349,6.74,papery,FALSE,FALSE,pheromones,frog,FALSE,TRUE,wasp
7552,bright red,small,slender,meadow,cavity,honeydew,aggressiveness,17,231,1316,5406,,papery,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7553,yellow,small,slender,meadow,tree,nectar,aggressiveness,11,240,1794,4777,7.72,,FALSE,FALSE,pheromones,spiders,FALSE,TRUE,wasp
7554,yellow,large,slender,meadow,tree,sugars,aggressiveness,17,268,1578,3173,6.79,bulbous,FALSE,FALSE,pheromones,birds,FALSE,,wasp
7555,yellow,medium,slender,forest,tree,honeydew,aggressiveness,15,231,1369,3770,6.29,umbrella,FALSE,FALSE,pheromones,etc,FALSE,TRUE,wasp
7556,yellow,large,slender,garden,solitary,nectar,aggressiveness,11,242,1892,3035,,umbrella,FALSE,FALSE,pheromones,mantis,FALSE,TRUE,wasp
